codigo,nombre,categoria
" 03-022-0032",VIGUETA 1X2X1X2.20MMX6MTS,RIELES PERFILES Y REJILLAS
" 03-022-0033",PERFIL MARCO P/PUERTA 120X0.90MMX5.15MTS,RIELES PERFILES Y REJILLAS
" 03-022-0038",PERFIL MARCO RECTO 100X0.90X5.15MTS,RIELES PERFILES Y REJILLAS
" 03-022-0059",PELDAÑOS DE ESCALERA 2.5MM 1.00X0.27MTS,RIELES PERFILES Y REJILLAS
" 03-021-0002",PLETINA 1X1/4X6MTS,PLETINAS
" 03-021-0003",PLETINA 1X1/8X6MTS,PLETINAS
" 03-021-0004",PLETINA 1X3/16X6MTS,PLETINAS
" 03-021-0006",PLETINA 100X6MMX6MTS,PLETINAS
" 03-021-0007",PLETINA 1 1/2X1/4X6MTS,PLETINAS
" 03-021-0009",PLETINA 1 1/2X1/8X6MTS SEGUNDA,PLETINAS
" 03-021-0010",PLETINA 1 1/2X1/8X6MTS,PLETINAS
" 03-021-0011",PLETINA 1 1/2X3/16X6MTS,PLETINAS
" 03-021-0014",PLETINA 1 1/4X1/4X6MTS,PLETINAS
" 03-021-0016",PLETINA 1 1/4X1/8X6MTS,PLETINAS
" 03-021-0018",PLETINA 1 1/4X3/16X6MTS,PLETINAS
" 03-021-0019",PLETINA 150X6MMX6MTS,PLETINAS
" 03-021-0020",PLETINA 2X1/4X6MTS,PLETINAS
" 03-021-0021",PLETINA 2X1/8X6MTS,PLETINAS
" 03-021-0022",PLETINA 2X3/16X6MTS,PLETINAS
" 03-021-0024",PLETINA 200X8MMX6MTS,PLETINAS
" 03-021-0025",PLETINA 3/4X3/16X6MT SEGUNDA,PLETINAS
" 03-021-0026",PLETINA 50X5MMX6MTS,PLETINAS
" 03-021-0027",PLETINA 50X9MMX6MTS,PLETINAS
" 03-021-0028",PLETINA 65X12MMX6MTS,PLETINAS
" 03-021-0029",PLETINA 65X6MMX6MTS,PLETINAS
" 03-021-0030",PLETINA 65X9MMX6MTS,PLETINAS
" 03-021-0031",PLETINA 75X12MMX6MTS,PLETINAS
" 03-021-0033",PLETINA 75X8MMX6MTS,PLETINAS
" 03-021-0034",PLETINA PERF 1X3/16X6MTS HC CUAD 1/2,PLETINAS
" 03-021-0036",PLETINA PERF 1 1/2X3/16X6MTS HC CUAD 1/2,PLETINAS
" 03-021-0037",PLETINA PERF 1 1/2X3/16X6MTS HC RED 1/2,PLETINAS
" 03-021-0039",PLETINA PERF 1 1/4X3/16X6MTS HC CUAD 1/2,PLETINAS
" 03-021-0040",PLETINA PERF 1 1/4X3/16X6MTS HC RED 1/2,PLETINAS
" 03-021-0044",PLETINA 3/4X3/16X6MTS SID,PLETINAS
" 03-021-0049","PLETINA 65X5MMX6MTS ",PLETINAS
" 03-021-0050",PLETINA 3/4X3/16X6MTS,PLETINAS
" 03-021-0051",PLETINA 3/4X1/8X6MTS,PLETINAS
" 03-021-0054",PLETINA 50X12MMX6MTS,PLETINAS
" 03-021-0055",PLETINA 50X8MMX6MTS,PLETINAS
" 03-021-0057",PLETINA 75X9MMX6MTS,PLETINAS
" 03-018-0038",TUBO HP CUAD 1 1/2X1 1/2X0.90MMX6MTS (SEG),TUBOS HIERRO PULIDO
" 03-023-0003",TUBO HP CUAD 1 1/2X1 1/2X6MTS LIVIANO,TUBOS HIERRO PULIDO
" 03-023-0004",TUBO HP CUAD 1 1/2X1 1/2X0.90MMX6MTS,TUBOS HIERRO PULIDO
" 03-023-0005",TUBO HP CUAD 1 1/2X1 1/2X1.10MMX6MTS,TUBOS HIERRO PULIDO
" 03-023-0007",TUBO HP CUAD 1X1X6MTS LIVIANO,TUBOS HIERRO PULIDO
" 03-023-0009",TUBO HP CUAD 1X1X0.90MMX6MTS,TUBOS HIERRO PULIDO
" 03-023-0010",TUBO HP CUAD 1X1X1.10MMX6MTS,TUBOS HIERRO PULIDO
" 03-023-0011",TUBO HP CUAD 1X1X1.50MMX6MTS,TUBOS HIERRO PULIDO
" 03-023-0013",TUBO HP CUAD 2X2X0.90MMX6MTS,TUBOS HIERRO PULIDO
" 03-023-0014",TUBO HP CUAD 2X2X1.10MMX6MTS,TUBOS HIERRO PULIDO
" 03-023-0015",TUBO HP CUAD 2X2X1.4MMX6MTS,TUBOS HIERRO PULIDO
" 03-023-0018",TUBO HP CUAD 3/4X3/4X6MTS LIVIANO,TUBOS HIERRO PULIDO
" 03-023-0019",TUBO HP CUAD 3/4X3/4X0.90MMX6MTS,TUBOS HIERRO PULIDO
" 03-023-0022",TUBO HP CUAD 4X4X1.50MMX6MTS,TUBOS HIERRO PULIDO
" 03-023-0023",TUBO HP RECT 1 1/2X1X0.90MMX6MTS,TUBOS HIERRO PULIDO
" 03-023-0025",TUBO HP RECT 1X1/2X0.90MMX6MTS,TUBOS HIERRO PULIDO
" 03-023-0026",TUBO HP RECT 140X60X1.5MMX6MTS,TUBOS HIERRO PULIDO
" 03-023-0031",TUBO HP RECT 2 1/2X1X1MMX6MTS,TUBOS HIERRO PULIDO
" 03-023-0035",TUBO HP RECT 2X1X0.90MMX6MTS,TUBOS HIERRO PULIDO
" 03-023-0037",TUBO HP RECT 2X1X1.40MMX6MTS,TUBOS HIERRO PULIDO
" 03-023-0038",TUBO HP RECT 2X1X1.50MMX6MTS,TUBOS HIERRO PULIDO
" 03-023-0039",TUBO HP RECT 2X1X2MMX6MTS,TUBOS HIERRO PULIDO
" 03-023-0040",TUBO HP RECT 3X1 1/2X1.10MMX6MTS,TUBOS HIERRO PULIDO
" 03-023-0041",TUBO HP RECT 3X1 1/2X1.50MMX6MTS,TUBOS HIERRO PULIDO
" 03-023-0044",TUBO HP RECT 3X1 1/2X2MMX6MTS,TUBOS HIERRO PULIDO
" 03-023-0045",TUBO HP RECT 3X1X0.90MMX6MTS,TUBOS HIERRO PULIDO
" 03-023-0046",TUBO HP RECT 3X1X1.10MMX6MTS,TUBOS HIERRO PULIDO
" 03-023-0050",TUBO HP RECT 4X2X1.5MMX6MTS,TUBOS HIERRO PULIDO
" 03-023-0052",TUBO HP RECT 2X1X1.20MMX6MTS,TUBOS HIERRO PULIDO
" 03-023-0056",TUBO HP RECT 2X1X1.10MMX6MTS,TUBOS HIERRO PULIDO
" 03-023-0057",TUBO HP CUAD 1/2X1/2X0.70MMX6MTS,TUBOS HIERRO PULIDO
" 03-023-0058",TUBO HP CUAD 1X1X2MMX6MTS,TUBOS HIERRO PULIDO
" 03-023-0060",TUBO HP CUAD 1X1X1.20MMX6MTS,TUBOS HIERRO PULIDO
" 03-023-0061",TUBO HP RECT 2X1X1MMX6MTS,TUBOS HIERRO PULIDO
" 03-023-0062",TUBO HP CUAD 2X2X1MMX6MTS,TUBOS HIERRO PULIDO
" 03-023-0066",TUBO HP CUAD 1 1/2X1 1/2X0.85MMX6MTS,TUBOS HIERRO PULIDO
" 03-023-0067",TUBO HP RECT 2X1X0.80MMX6MTS,TUBOS HIERRO PULIDO
" 03-023-0068",TUBO HP RECT 3X1 1/2X1MMX6MTS,TUBOS HIERRO PULIDO
" 03-023-0069",TUBO HP RECT 1 1/2X1/2X1.10MMX6MTS,TUBOS HIERRO PULIDO
" 03-023-0072",TUBO HP CUAD 3/4X3/4X1MMX6MTS,TUBOS HIERRO PULIDO
" 03-023-0074",TUBO HP CUAD 1X1X0.80MMX6MTS,TUBOS HIERRO PULIDO
" 03-023-0075",TUBO HP CUAD 1X1X1MMX6MTS,TUBOS HIERRO PULIDO
" 03-023-0076",TUBO HP RECT 3X1 1/2X1.40MMX6MTS,TUBOS HIERRO PULIDO
" 03-023-0080","TUBO HP RECT 1X1/2X1.10MMX6MTS  ",TUBOS HIERRO PULIDO
" 03-023-0082","TUBO HP RECT 1X1/2X0.70MMX6MTS  ",TUBOS HIERRO PULIDO
" 03-023-0083","TUBO HP CUAD 1 1/2X1 1/2X1MMX6MTS  ",TUBOS HIERRO PULIDO
" 03-023-0084",TUBO HP RECT 3X1 1/2X0.90MMX6MTS,TUBOS HIERRO PULIDO
" 03-023-0087",TUBO HP CUAD 2X2X1.20MMX6MTS,TUBOS HIERRO PULIDO
" 03-023-0091",TUBO HP RECT 11/2X1X0.90MMX6MTS (SEG),TUBOS HIERRO PULIDO
" 03-023-0092",TUBO HP RECT 3X1 1/2X0.90MMX6MTS (SEG),TUBOS HIERRO PULIDO
" 03-023-0099",TUBO HN RECT 4X2X2MMX6MTS,TUBOS HIERRO PULIDO
" 03-023-0102",TUBO HP RECT 2X1 1/2X0.80MMX6MTS EXT,TUBOS HIERRO PULIDO
" 03-023-0103",TUBO HP RECT 1 1/2X1X0.80MMX6MTS EXT,TUBOS HIERRO PULIDO
" 03-023-0106",TUBO HP RECT 2 1/2X1 1/2X1MMX6MTS,TUBOS HIERRO PULIDO
" 03-023-0107",TUBO HP RECT 2X1X0.90MMX6MTS 2DA,TUBOS HIERRO PULIDO
" 03-023-0108",TUBO HP CUAD 1X1X1MMX6MTS SEG,TUBOS HIERRO PULIDO
" 03-023-0111",TUBO HP RECT 2X1X0.75MMX6MTS 2DA,TUBOS HIERRO PULIDO
" 03-023-0112",TUBO HP CUAD 1X1X6MTS LIVIANO DE SEG,TUBOS HIERRO PULIDO
" 03-023-0113",TUBO HP RECT 1 1/2X1/2X0.90MMX6MTS DE SEG,TUBOS HIERRO PULIDO
" 03-023-0114",TUBO HP CUAD 1/2X1/2X0.70MMX6MTS (2DA),TUBOS HIERRO PULIDO
" 03-023-0115",TUBO HP CUAD 1/2X1/2X0.90MMX6MTS (2DA),TUBOS HIERRO PULIDO
" 03-023-0117",TUBO HP RECT 1 1/2X3/4X1MMX6MTS,TUBOS HIERRO PULIDO
" 03-023-0118",TUBO HP RECT 3X1X0.90MMX6MTS 2DA,TUBOS HIERRO PULIDO
" 03-023-0119",TUBO HP RECT 1X1/2X0.90MMX6MTS DE SEG,TUBOS HIERRO PULIDO
" 03-023-0120",TUBO HP RECT 1X1/2X0.85MMX6MTS DE SEG,TUBOS HIERRO PULIDO
" 03-023-0126",TUBO HP RECT 2 1/2X1X0.90MMX6MTS,TUBOS HIERRO PULIDO
" 03-023-0127",TUBO HP RECT 2 1/2X1X1.5MMX6MTS,TUBOS HIERRO PULIDO
" 03-023-0128",TUBO HP RECT 4X2X1.4MMX6MTS,TUBOS HIERRO PULIDO
" 03-023-0129",TUBO HP CUAD 1X1X1.40X6MTS,TUBOS HIERRO PULIDO
" 03-023-0131",TUBO HP RECT 2X1X0.70MMX6MTS,TUBOS HIERRO PULIDO
" 03-023-0132",TUBO HP CUAD 1 1/2X1 1/2X0.80MMX6MTS,TUBOS HIERRO PULIDO
" 03-023-0134",TUBO HP CUAD 1 1/2X1 1/2X1.40MMX6MTS,TUBOS HIERRO PULIDO
" 03-023-0137",TUBO HP RECT 3X1X1.40MMX6MTS,TUBOS HIERRO PULIDO
" 03-023-0138",TUBO HP RECT 3X1X2MMX6MTS,TUBOS HIERRO PULIDO
" 03-023-0139",TUBO HP RECT 2 1/2X1X1.90MMX6MTS,TUBOS HIERRO PULIDO
" 03-023-0140",TUBO HP RECT 1 1/2X1/2X1MMX6MTS,TUBOS HIERRO PULIDO
" 03-023-0141",TUBO HN CUAD 1 1/2X1 1/2X1.75MMX6MTS,TUBOS HIERRO PULIDO
" 03-023-0143",TUBO HP CUAD 3/4X3/4X1.1MMX6MTS,TUBOS HIERRO PULIDO
" 03-023-0145",TUBO HP RECT 1 1/2X3/4X1.1MMX6MTS,TUBOS HIERRO PULIDO
" 03-024-0001",TUBO RED VENT 1X2.50MMX6MTS,TUBO REDONDO VENTILACIÓN
" 03-024-0002",TUBO RED VENT 1X2MMX6MTS,TUBO REDONDO VENTILACIÓN
" 03-024-0005",TUBO RED VENT 1/2X2.5MMX6MTS,TUBO REDONDO VENTILACIÓN
" 03-024-0006",TUBO RED VENT 1 1/2X2.25MMX6MTS,TUBO REDONDO VENTILACIÓN
" 03-024-0007",TUBO RED VENT 1 1/2X2.5MMX6MTS,TUBO REDONDO VENTILACIÓN
" 03-024-0010",TUBO RED VENT 1 1/4X2MMX6MTS,TUBO REDONDO VENTILACIÓN
" 03-024-0014",TUBO RED VENT 2 1/2X2.5MMX6MTS,TUBO REDONDO VENTILACIÓN
" 03-024-0016",TUBO RED VENT 3/4X2.5MMX6MTS,TUBO REDONDO VENTILACIÓN
" 03-024-0017",TUBO RED VENT 3/4X2MMX6MTS,TUBO REDONDO VENTILACIÓN
" 03-024-0021",TUBO RED VENT 1/2X2MMX6MT,TUBO REDONDO VENTILACIÓN
" 03-024-0022",TUBO RED VENT 4X4MMX6MTS,TUBO REDONDO VENTILACIÓN
" 03-024-0028",TUBO RED VENT 3X2.50MMX6MTS,TUBO REDONDO VENTILACIÓN
" 03-024-0029",TUBO RED VENT 1 1/4X2.50MMX6MTS,TUBO REDONDO VENTILACIÓN
" 03-024-0035",TUBO RED VENT 4X3MMX6MTS,TUBO REDONDO VENTILACIÓN
" 03-024-0036",TUBO RED VENT 2 1/2X3MMX6MTS,TUBO REDONDO VENTILACIÓN
" 03-024-0040",TUBO RED VENT 1 1/2X2.5MMX3MTS,TUBO REDONDO VENTILACIÓN
" 03-024-0041",TUBO RED VENT 3X2MMX6MTS,TUBO REDONDO VENTILACIÓN
" 03-024-0043",TUBO RED VENT 4X2.5MMX6MTS,TUBO REDONDO VENTILACIÓN
" 03-026-0002",VIGA IPN 100X12MTS,VIGAS
" 03-026-0004",VIGA IPN 120X12MTS,VIGAS
" 03-026-0005",VIGA IPN 80X12MTS,VIGAS
" 03-026-0008",VIGA UPL 100X12MTS,VIGAS
" 03-026-0009",VIGA UPL 100X6MTS,VIGAS
" 03-026-0015",VIGA IPN 140X12MTS,VIGAS
" 03-026-0018",VIGA IPN 140X6MTS,VIGAS
" 03-026-0030",VIGA UPN 140X12MTS,VIGAS
" 03-026-0032",VIGA IPN 160X12MTS,VIGAS
" 03-026-0050",VIGA IPE 100X12MTS,VIGAS
" 03-026-0052",VIGA UPN 120X12MTS,VIGAS
" 03-026-0054",VIGA IPE 80X12MTS,VIGAS
" 03-026-0056",VIGA U 80X12MTS,VIGAS
" 03-026-0059",VIGA HEA 180X12MTS,VIGAS
" 03-026-0064",VIGA IPN 200X12MTS,VIGAS
" 03-026-0066",VIGA HEA 220X5.8MTS,VIGAS
" 03-026-0067",VIGA HEA 220X4MTS,VIGAS
" 03-026-0068",VIGA U 200X12MTS,VIGAS
" 03-026-0072",VIGA IPEAA 80X12MTS,VIGAS
